what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335729668
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335735075
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335735111
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335736292
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335739055
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335784978
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1371335791959
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335800287
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335807633
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335807954
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335814810
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.deletePreviousWord",1371335817202
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335820874
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335822221
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371335822232
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371335825695
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371335828177
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371335828666
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1371335831525
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1371335832274
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335852103
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335858693
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335858723
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335860327
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335866831
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335881942
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1371335885792
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1371335889223
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371335892251
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371335892467
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371335893005
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1371335900030
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335902949
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335903886
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335903920
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335917989
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1371335924172
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371335925225
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371335937036
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1371335937755
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371335971951
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371335972114
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371335972261
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371335973072
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335974844
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335978132
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335978168
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335979400
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335979893
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335994281
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371335999158
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336000926
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1371336007635
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336008157
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336023041
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1371336033589
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371336035191
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371336042154
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371336043203
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336165583
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336169783
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336169799
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336169799
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336172639
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336172640
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336175575
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336178219
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336178233
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336178234
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336199721
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336199861
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371336201487
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336207848
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336211055
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336211087
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336212873
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1371336216273
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336218268
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336218525
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1371336218574
opened,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371336218716
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371336218785
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336329840
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336342948
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336346402
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336347656
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336348457
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371336348684
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336354956
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336358125
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336366466
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336370190
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336372124
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336377715
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.0.I20090429-1800,"org.eclipse.ui.views.properties.tabbed",1371336390407
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1371336392760
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1371336397413
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336401600
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336403459
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336403475
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371336410010
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371336410763
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371336420845
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371336423691
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336427038
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336450323
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336461988
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336464197
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336495890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336496024
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371336496033
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336523338
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336523407
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371336523590
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336527766
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336545934
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336547921
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371336548126
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336554762
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371336557625
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371336557768
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.deletePreviousWord",1371336566484
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371336567684
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371336570071
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336572981
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336574957
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336574973
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371336578697
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336580413
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336580551
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371336580560
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371336581748
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371336593309
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336595217
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336596217
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1371336597958
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336597995
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336598183
