what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1371336934827
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1371336950967
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371336957587
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1371336958672
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371336960593
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371336967544
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336973373
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336975169
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336975231
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336977748
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336977787
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336981062
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336981107
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336981223
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371336981413
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.ide.ant",1371336981724
stopped,bundle,com.omondo.uml.std,3.5.2.v20100509,"com.omondo.uml.std",1371336981724
stopped,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1371336981725
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1371336981726
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1371336981727
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.ui",1371336981758
stopped,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1371336981759
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1371336981760
stopped,bundle,com.omondo.uml.docgen,3.5.2.v20100509,"com.omondo.uml.docgen",1371336981762
stopped,bundle,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.core",1371336981762
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1371336981794
stopped,bundle,com.omondo.uml.wtp.ui,1.4.0.v20100509,"com.omondo.uml.wtp.ui",1371336981796
stopped,bundle,com.omondo.uml.jee,1.4.0.v20100509,"com.omondo.uml.jee",1371336981798
stopped,bundle,com.omondo.uml.wtp,1.4.0.v20100509,"com.omondo.uml.wtp",1371336981799
stopped,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1371336981872
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1371336981872
stopped,bundle,org.eclipse.mylyn.ide.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.ide.ui",1371336981873
stopped,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1371336981873
stopped,bundle,org.eclipse.mylyn.resources.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.resources.ui",1371336981875
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.1.3.v20100217-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1371336981876
stopped,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1371336981876
stopped,bundle,org.eclipse.mylyn.help.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.help.ui",1371336981893
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1371336981894
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1371336981894
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1371336981910
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1371336981921
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1371336981921
